period,periodTime,periodTimeRemaining,awayPlayer0Id,awayPlayer1Id,awayPlayer2Id,awayPlayer3Id,awayPlayer4Id,awayPlayer5Id,homePlayer0Id,homePlayer1Id,homePlayer2Id,homePlayer3Id,homePlayer4Id,homePlayer5Id,event,eventType,eventResult,eventTeam,eventId,x0,y0,x1,y1,player0Id,player1Id,pass0x0,pass0y0,pass0x1,pass0y1,pass0result,pass0team,pass0player0Id,pass0player1Id,pass1x0,pass1y0,pass1x1,pass1y1,pass1result,pass1team,pass1player0Id,pass1player1Id,pass2x0,pass2y0,pass2x1,pass2y1,pass2result,pass2team,pass2player0Id,pass2player1Id,pass3x0,pass3y0,pass3x1,pass3y1,pass3result,pass3team,pass3player0Id,pass3player1Id,pass4x0,pass4y0,pass4x1,pass4y1,pass4result,pass4team,pass4player0Id,pass4player1Id,tags,linkedEvents
1,1:15,18:45,8474062,8465009,8471418,8478569,8477213,8479325,8476941,8474037,8477015,8475883,8475098,8480158,Shot,Snap Shot,,TOR,2017020243_9_shawn.ferris@wne.edu,-59,-11,,,8474037,8471418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017020243_343955498_shawn.ferris@wne.edu:2017020243_541859827_shawn.ferris@wne.edu
1,1:30,18:30,8478075,8475224,8465009,8471418,8476374,8479325,8476941,8475786,8466139,8477015,8475883,8480158,Blocked Shot,,,BOS,2017020243_12,-79,-3,,,8475224,8480158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1:33,18:27,8478075,8475224,8465009,8471418,8476374,8479325,8476941,8475786,8466139,8477015,8475883,8480158,Zone Entry,Controlled,,BOS,2017020243_76216986_shawn.ferris@wne.edu,23,18,,,8476374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1:36,18:24,8478075,8475224,8465009,8471418,8476374,8479325,8476941,8475786,8466139,8477015,8475883,8480158,Shot,Snap Shot,,BOS,2017020243_13_shawn.ferris@wne.edu,63,2,,,8476374,8475883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017020243_76216986_shawn.ferris@wne.edu
1,2:06,17:54,8478443,8471418,8473492,8476792,8476374,8478498,8476941,8474709,8468575,8475883,8476410,8480158,Zone Entry,Uncontrolled,Lost,TOR,2017020243_811329864_shawn.ferris@wne.edu,-10,-1,,,8476410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2:15,17:45,8478443,8471418,8473492,8476792,8476374,8478498,8476941,8474709,8468575,8475883,8476410,8480158,Missed Shot,,,TOR,2017020243_19_shawn.ferris@wne.edu,-42,26,,,8476941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017020243_811329864_shawn.ferris@wne.edu
1,2:55,17:05,8465009,8471418,8470638,8473419,8479325,8477956,8468493,8477939,8475883,8475172,8476853,8473463,Zone Exit,Pass,,BOS,2017020243_23963606_shawn.ferris@wne.edu,-53,20,21,40,8465009,8473419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3:06,16:54,8465009,8471418,8470638,8473419,8479325,8477956,8468493,8477939,8475883,8475172,8476853,8473463,Zone Entry,Uncontrolled,Lost,BOS,2017020243_402958966_shawn.ferris@wne.edu,2,-40,,,8477956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3:11,16:49,8474074,8471418,8470638,8473419,8476191,8477956,8468493,8475786,8477939,8475883,8475172,8476853,Zone Exit,Uncontrolled,Lost,TOR,2017020243_805519927_shawn.ferris@wne.edu,97,3,,,8468493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3:14,16:46,8474074,8471418,8470638,8473419,8476191,8477956,8468493,8475786,8466139,8477939,8475883,8476853,Zone Entry,Controlled,,BOS,2017020243_895905554_shawn.ferris@wne.edu,25,40,,,8477956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3:19,16:41,8474074,8471418,8470638,8473419,8476191,8477956,8468493,8475786,8466139,8477015,8475883,8476853,Zone Entry,Controlled,,BOS,2017020243_125173089_shawn.ferris@wne.edu,24,-34,,,8474074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3:21,16:39,8474074,8471418,8470638,8473419,8476191,8477956,8468493,8475786,8466139,8477015,8475883,8476853,Blocked Shot,,,TOR,2017020243_27,50,-19,,,8466139,8474074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3:24,16:36,8474074,8474062,8471418,8478569,8477213,8476191,8468493,8475786,8466139,8477015,8475883,8476853,Zone Exit,Uncontrolled,Recovered,TOR,2017020243_275820133_shawn.ferris@wne.edu,63,39,,,8477015,8475786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3:25,16:35,8474074,8474062,8471418,8478569,8477213,8476191,8468493,8475786,8466139,8477015,8475883,8476853,Zone Entry,Uncontrolled,Lost,TOR,2017020243_324913256_shawn.ferris@wne.edu,10,39,,,8474709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017020243_992368187_shawn.ferris@wne.edu
1,3:40,16:20,8474074,8474062,8471418,8478569,8477213,8476191,8475786,8466139,8479458,8477015,8475883,8474581,Zone Entry,Uncontrolled,Lost,BOS,2017020243_955651126_shawn.ferris@wne.edu,0,-34,,,8474062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3:46,16:14,8474074,8474062,8471418,8478569,8477213,8476191,8475786,8466139,8479458,8477015,8475883,8474581,Zone Exit,Controlled,,TOR,2017020243_308429523_shawn.ferris@wne.edu,25,-32,,,8477015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3:48,16:12,8474074,8474062,8471418,8478569,8477213,8476191,8475786,8466139,8479458,8477015,8475883,8474581,Zone Entry,Uncontrolled,Lost,TOR,2017020243_413916119_shawn.ferris@wne.edu,11,-37,,,8477015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017020243_308429523_shawn.ferris@wne.edu
1,4:01,15:59,8474074,8474062,8471418,8478569,8477213,8476191,8475786,8466139,8479458,8477015,8475883,8474581,Zone Exit,Uncontrolled,Recovered,BOS,2017020243_682799023_shawn.ferris@wne.edu,-44,40,,,8477213,8478569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4:03,15:57,8474074,8474062,8471418,8478569,8477213,8476191,8475786,8478483,8479458,8475883,8475098,8474581,Zone Entry,Uncontrolled,Lost,BOS,2017020243_953498087_shawn.ferris@wne.edu,12,-32,,,8478569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017020243_682799023_shawn.ferris@wne.edu
1,4:14,15:46,8478075,8475224,8478443,8471418,8478046,8476792,8478483,8479458,8474037,8475883,8475098,8474581,Zone Exit,Pass,,TOR,2017020243_228645321_shawn.ferris@wne.edu,53,14,-13,40,8479458,8474037,76,-26,68,3,Completed,TOR,8474581,8479458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4:15,15:45,8478075,8475224,8478443,8471418,8478046,8476792,8478483,8479458,8474037,8475883,8475098,8474581,Zone Entry,Uncontrolled,Lost,TOR,2017020243_510975866_shawn.ferris@wne.edu,-13,41,,,8474037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017020243_228645321_shawn.ferris@wne.edu
1,4:28,15:32,8478075,8475224,8478443,8471418,8478046,8476792,8468493,8478483,8474037,8475883,8475098,8476853,Zone Exit,Uncontrolled,Lost,BOS,2017020243_565067143_shawn.ferris@wne.edu,-35,-36,,,8478443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4:39,15:21,8478075,8478443,8471418,8478046,8476792,8476374,8468493,8478483,8474037,8475883,8475098,8476853,Zone Entry,Controlled,,TOR,2017020243_665120763_shawn.ferris@wne.edu,-27,-39,,,8475098,,-5,-6,-24,-39,Completed,TOR,8478483,8475098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4:50,15:10,8478075,8478443,8471418,8478046,8476792,8476374,8468493,8478483,8474037,8475883,8475098,8476853,Blocked Shot,,,BOS,2017020243_30,-76,-5,,,8478443,8476853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4:52,15:08,8478075,8478443,8471418,8478046,8476792,8476374,8468493,8478483,8474037,8475883,8475098,8476853,Zone Exit,Pass,,BOS,2017020243_612299965_shawn.ferris@wne.edu,-47,-5,-27,-35,8478075,8478046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4:59,15:01,8478075,8474074,8478443,8471418,8478046,8476374,8468493,8478483,8474037,8475883,8475098,8476853,Shot,Backhand,,TOR,2017020243_31_shawn.ferris@wne.edu,-34,32,,,8474037,8471418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5:10,14:50,8465009,8471418,8470638,8473419,8479325,8477956,8468493,8477939,8475883,8475172,8476853,8473463,Zone Exit,Controlled,,BOS,2017020243_754580402_shawn.ferris@wne.edu,-25,38,,,8473419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5:12,14:48,8465009,8471418,8470638,8473419,8479325,8477956,8468493,8477939,8475883,8475172,8476853,8473463,Zone Entry,Controlled,,BOS,2017020243_887259571_shawn.ferris@wne.edu,24,32,,,8473419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017020243_754580402_shawn.ferris@wne.edu
1,5:15,14:45,8465009,8471418,8470638,8473419,8479325,8477956,8468493,8477939,8475883,8475172,8476853,8473463,Shot,Snap Shot,,BOS,2017020243_34_shawn.ferris@wne.edu,73,22,,,8473419,8475883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017020243_887259571_shawn.ferris@wne.edu:2017020243_754580402_shawn.ferris@wne.edu
1,5:17,14:43,8465009,8471418,8470638,8473419,8479325,8477956,8468493,8477939,8475883,8475172,8476853,8473463,Zone Exit,Uncontrolled,Recovered,TOR,2017020243_535469154_shawn.ferris@wne.edu,95,35,,,8477939,8473463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5:24,14:36,8465009,8471418,8470638,8473419,8479325,8477956,8468493,8477939,8475883,8475172,8476853,8473463,Shot,Tip-In,,TOR,2017020243_35_shawn.ferris@wne.edu,-80,1,,,8475172,8471418,-79,39,-80,2,Completed,TOR,8473463,8475172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017020243_535469154_shawn.ferris@wne.edu
1,5:34,14:26,8478443,8471418,8473492,8476792,8476374,8478498,8476941,8474709,8468575,8475883,8476410,8480158,Zone Exit,Uncontrolled,Lost,BOS,2017020243_316284077_shawn.ferris@wne.edu,-64,37,,,8476792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5:44,14:16,8478443,8471418,8473492,8476792,8476374,8478498,8476941,8474709,8468575,8475883,8476410,8480158,Zone Entry,Controlled,,TOR,2017020243_333193278_shawn.ferris@wne.edu,-24,25,,,8476941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5:48,14:12,8478443,8471418,8473492,8476792,8476374,8478498,8476941,8474709,8468575,8475883,8476410,8480158,Shot,Snap Shot,,TOR,2017020243_38_shawn.ferris@wne.edu,-49,15,,,8474709,8471418,-28,21,-62,14,Completed,TOR,8478483,8474709,-42,38,-28,23,Completed,TOR,8468575,8478483,-34,24,-33,36,Completed,TOR,8476941,8468575,16,-38,37,-25,Completed,TOR,8478483,8476941,,,,,,,,,tip,2017020243_333193278_shawn.ferris@wne.edu
1,6:06,13:54,8478443,8471418,8473492,8476792,8476374,8478498,8476941,8468575,8474037,8475883,8476410,8480158,Zone Entry,Uncontrolled,Lost,BOS,2017020243_939896166_shawn.ferris@wne.edu,24,-22,,,8478443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017020243_797552682_shawn.ferris@wne.edu
1,6:12,13:48,8474062,8478443,8465009,8471418,8473492,8478498,8476941,8474037,8475883,8476410,8475098,8480158,Zone Exit,Controlled,,TOR,2017020243_897635488_shawn.ferris@wne.edu,26,13,,,8474037,,95,20,67,12,Completed,TOR,8476941,8474037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6:23,13:37,8474062,8478443,8465009,8471418,8478569,8477213,8479458,8474037,8475883,8476410,8475098,8474581,Zone Exit,Controlled,,BOS,2017020243_797552682_shawn.ferris@wne.edu,-25,-38,,,8478443,,-97,-1,-94,-25,Completed,BOS,8476792,8478443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6:33,13:27,8474062,8465009,8471418,8478569,8477213,8479325,8478483,8479458,8474037,8475883,8475098,8474581,Blocked Shot,,,BOS,2017020243_40,-52,-10,,,8478569,8474581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6:46,13:14,8474062,8465009,8471418,8478569,8477213,8479325,8478483,8479458,8474037,8475883,8475098,8474581,Zone Entry,Controlled,,BOS,2017020243_493758506_shawn.ferris@wne.edu,25,-41,,,8478569,,-1,-33,22,-40,Completed,BOS,8474062,8478569,-25,-41,-4,-34,Completed,BOS,8479325,8474062,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6:48,13:12,8474062,8465009,8471418,8478569,8477213,8479325,8478483,8479458,8474037,8475883,8475098,8474581,Shot,Snap Shot,,BOS,2017020243_41_shawn.ferris@wne.edu,60,-21,,,8478569,8475883,-2,-33,21,-40,Completed,BOS,8474062,8478569,-25,-41,-4,-35,Completed,BOS,8479325,8474062,,,,,,,,,,,,,,,,,,,,,,,,,,2017020243_493758506_shawn.ferris@wne.edu
1,6:55,13:05,8474062,8465009,8471418,8478569,8477213,8479325,8478483,8479458,8474037,8475883,8475098,8474581,Zone Exit,Failed,,TOR,2017020243_999989697_shawn.ferris@wne.edu,78,20,,,8474581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7:09,12:51,8478443,8471418,8470638,8476792,8473419,8477956,8478483,8479458,8474037,8475883,8475098,8474581,Blocked Shot,,,TOR,2017020243_44,50,-1,,,8474581,8477956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7:15,12:45,8478443,8471418,8470638,8476792,8473419,8477956,8478483,8479458,8474037,8475883,8475098,8474581,Zone Exit,Failed,,TOR,2017020243_133794233_shawn.ferris@wne.edu,98,18,,,8475098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7:23,12:37,8478443,8471418,8470638,8476792,8473419,8477956,8478483,8479458,8474037,8475883,8475098,8474581,Zone Exit,Pass,,TOR,2017020243_472603253_shawn.ferris@wne.edu,96,-19,28,-13,8474581,8475098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7:24,12:36,8478443,8471418,8470638,8476792,8473419,8477956,8478483,8479458,8474037,8475883,8475098,8474581,Zone Entry,Uncontrolled,Recovered,TOR,2017020243_906337328_shawn.ferris@wne.edu,-6,-39,,,8474037,8475098,19,-13,7,-38,Completed,TOR,8475098,8474037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017020243_472603253_shawn.ferris@wne.edu
1,7:46,12:14,8478443,8465009,8471418,8470638,8473419,8477956,8468493,8477939,8475883,8475172,8476853,8473463,Zone Entry,Controlled,,TOR,2017020243_357025986_shawn.ferris@wne.edu,-24,-21,,,8477939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7:59,12:01,8478443,8465009,8471418,8470638,8473419,8477956,8468493,8477939,8475883,8475172,8476853,8473463,Shot,Tip-In,,TOR,2017020243_48_shawn.ferris@wne.edu,-50,2,,,8473463,8471418,-27,15,-52,2,Completed,TOR,8476853,8473463,-53,38,-29,36,Completed,TOR,8475172,8476853,,,,,,,,,,,,,,,,,,,,,,,,,,2017020243_357025986_shawn.ferris@wne.edu
1,8:16,11:44,8478075,8475224,8478443,8465009,8471418,8473419,8468493,8475786,8477939,8475883,8475172,8476853,Zone Entry,Failed,,TOR,2017020243_761583261_shawn.ferris@wne.edu,-20,30,,,8477939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8:21,11:39,8478075,8475224,8465009,8471418,8478046,8479325,8475786,8466139,8479458,8477015,8475883,8474581,Zone Entry,Uncontrolled,Recovered,TOR,2017020243_820016793_shawn.ferris@wne.edu,-19,1,,,8475786,8475786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8:33,11:27,8478075,8475224,8465009,8471418,8478046,8479325,8475786,8466139,8479458,8477015,8475883,8474581,Zone Exit,Controlled,,BOS,2017020243_112461110_shawn.ferris@wne.edu,-24,-39,,,8475224,,-48,-23,-39,-37,Completed,BOS,8478075,8475224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8:36,11:24,8478075,8475224,8465009,8471418,8478046,8479325,8475786,8466139,8479458,8477015,8475883,8474581,Zone Entry,Uncontrolled,Lost,BOS,2017020243_950880092_shawn.ferris@wne.edu,15,-40,,,8475224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017020243_112461110_shawn.ferris@wne.edu
1,8:44,11:16,8478075,8475224,8465009,8471418,8478046,8479325,8475786,8466139,8479458,8477015,8475883,8474581,Zone Exit,Uncontrolled,Lost,TOR,2017020243_851742757_shawn.ferris@wne.edu,38,40,,,8477015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8:57,11:03,8478075,8474074,8474062,8471418,8478046,8476191,8476941,8475786,8466139,8477015,8475883,8480158,Missed Shot,,,BOS,2017020243_51,62,-15,,,8478075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,9:05,10:55,8474074,8474062,8471418,8478569,8477213,8476191,8476941,8474709,8468575,8475883,8476410,8480158,Zone Entry,Uncontrolled,Lost,TOR,2017020243_859888325_shawn.ferris@wne.edu,-10,-39,,,8480158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,9:10,10:50,8474074,8474062,8471418,8478569,8477213,8476191,8476941,8474709,8468575,8475883,8476410,8480158,Zone Exit,Uncontrolled,Recovered,BOS,2017020243_149422958_shawn.ferris@wne.edu,-60,-30,,,8474062,8478569,-93,-28,-70,-23,Completed,BOS,8476191,8474062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,9:15,10:45,8474074,8474062,8471418,8478569,8477213,8476191,8476941,8474709,8468575,8475883,8476410,8480158,Missed Shot,,,BOS,2017020243_52_shawn.ferris@wne.edu,58,-24,,,8478569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017020243_149422958_shawn.ferris@wne.edu
1,9:20,10:40,8474074,8474062,8471418,8478569,8477213,8476191,8476941,8474709,8468575,8475883,8476410,8480158,Blocked Shot,,,TOR,2017020243_53,70,6,,,8480158,8478569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,9:30,10:30,8474074,8474062,8471418,8478569,8477213,8476191,8474709,8468575,8479458,8475883,8476410,8474581,Zone Exit,Uncontrolled,Lost,BOS,2017020243_269729511_shawn.ferris@wne.edu,-88,-39,,,8476191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,9:44,10:16,8478443,8471418,8473492,8476792,8476374,8478498,8474709,8468575,8479458,8475883,8476410,8474581,Zone Entry,Uncontrolled,Lost,TOR,2017020243_577653703_shawn.ferris@wne.edu,33,23,,,8479458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,9:46,10:14,8478443,8471418,8473492,8476792,8476374,8478498,8474709,8468575,8479458,8475883,8476410,8474581,Shot,Snap Shot,,TOR,2017020243_55,-8,28,,,8479458,8471418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,9:48,10:12,8478443,8471418,8473492,8476792,8476374,8478498,8474709,8478483,8479458,8475883,8475098,8474581,Zone Exit,Pass,,BOS,2017020243_373513230_shawn.ferris@wne.edu,-86,29,-28,39,8476792,8473492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,9:50,10:10,8478443,8471418,8473492,8476792,8476374,8478498,8474709,8478483,8479458,8475883,8475098,8474581,Zone Entry,Uncontrolled,Lost,BOS,2017020243_297007501_shawn.ferris@wne.edu,3,37,,,8473492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017020243_373513230_shawn.ferris@wne.edu
1,10:23,9:37,8465009,8471418,8470638,8473419,8479325,8477956,8475786,8466139,8479458,8477015,8475883,8474581,Zone Exit,Pass,,TOR,2017020243_912824390_shawn.ferris@wne.edu,31,13,26,-16,8479458,8477939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10:25,9:35,8465009,8471418,8470638,8473419,8479325,8477956,8475786,8466139,8479458,8477015,8475883,8474581,Zone Entry,Uncontrolled,Lost,TOR,2017020243_461661440_shawn.ferris@wne.edu,4,-36,,,8477939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017020243_912824390_shawn.ferris@wne.edu
1,10:40,9:20,8478443,8471418,8470638,8473419,8476191,,8478483,8474037,8475883,8475098,8475172,8476853,Missed Shot,,,TOR,2017020243_61_shawn.ferris@wne.edu,-68,4,,,8474037,,-63,-27,-84,-7,Completed,TOR,8475172,8474037,-29,0,-45,-28,Completed,TOR,8476853,8475172,-77,39,-28,33,Completed,TOR,8478483,8476853,-69,22,-61,17,Completed,TOR,8475098,8478483,,,,,,,,,tip,
1,10:46,9:14,8478443,8471418,8470638,8473419,8476191,,8478483,8474037,8475883,8475098,8475172,8476853,Zone Exit,Uncontrolled,Recovered,BOS,2017020243_531363725_shawn.ferris@wne.edu,-28,-1,,,8470638,8473419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11:05,8:55,8478443,8471418,8470638,8473419,8476191,,8478483,8474037,8475883,8475098,8475172,8476853,Zone Entry,Uncontrolled,Lost,TOR,2017020243_835596417_shawn.ferris@wne.edu,-24,39,,,8474037,,-10,9,-22,39,Completed,TOR,8478483,8474037,42,-40,29,-15,Completed,TOR,8475172,8478483,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11:25,8:35,8478443,8471418,8470638,8473419,8476191,,8478483,8474037,8475883,8475098,8475172,8476853,Zone Exit,Uncontrolled,Lost,BOS,2017020243_439403249_shawn.ferris@wne.edu,-53,23,,,8470638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11:38,8:22,8474062,8478443,8471418,8477213,8479325,,8466139,8477015,8477939,8475883,8476410,8474581,Zone Entry,Controlled,,TOR,2017020243_340016038_shawn.ferris@wne.edu,-25,-40,,,8476410,,-15,-23,-24,-39,Completed,TOR,8477939,8476410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
