period,periodTime,periodTimeRemaining,awayPlayer0Id,awayPlayer1Id,awayPlayer2Id,awayPlayer3Id,awayPlayer4Id,awayPlayer5Id,homePlayer0Id,homePlayer1Id,homePlayer2Id,homePlayer3Id,homePlayer4Id,homePlayer5Id,event,eventType,eventResult,eventTeam,eventId,x0,y0,x1,y1,player0Id,player1Id,pass0x0,pass0y0,pass0x1,pass0y1,pass0result,pass0team,pass0player0Id,pass0player1Id,pass1x0,pass1y0,pass1x1,pass1y1,pass1result,pass1team,pass1player0Id,pass1player1Id,pass2x0,pass2y0,pass2x1,pass2y1,pass2result,pass2team,pass2player0Id,pass2player1Id,pass3x0,pass3y0,pass3x1,pass3y1,pass3result,pass3team,pass3player0Id,pass3player1Id,pass4x0,pass4y0,pass4x1,pass4y1,pass4result,pass4team,pass4player0Id,pass4player1Id,tags,linkedEvents
1,3:02,16:58,8468493,8466139,8478483,8475883,8475172,8476853,8474062,8465009,8471695,8478046,8479325,8477956,Shot,Wrist Shot,,BOS,2017020794_18_shawn.ferris@wne.edu,55,-25,,,8465009,8475883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017020794_407760143_shawn.ferris@wne.edu
1,3:03,16:57,8468493,8466139,8478483,8475883,8475172,8476853,8474062,8465009,8471695,8478046,8479325,8477956,Zone Entry,Uncontrolled,Recovered,BOS,2017020794_424244248_shawn.ferris@wne.edu,-15,32,,,8477956,8477956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3:04,16:56,8468493,8466139,8478483,8475883,8475172,8476853,8474062,8465009,8471695,8478046,8471717,8477956,Zone Exit,Failed,,TOR,2017020794_109187869_shawn.ferris@wne.edu,84,-15,,,8476853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3:08,16:52,8468493,8466139,8478483,8475883,8475172,8476853,8474062,8465009,8471695,8478046,8471717,8477956,Missed Shot,,,BOS,2017020794_19_shawn.ferris@wne.edu,52,0,,,8477956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017020794_407760143_shawn.ferris@wne.edu
1,3:20,16:40,8466139,8478483,8478408,8475883,8475172,8476853,8474062,8471695,8478046,8476891,8471717,8477956,Zone Entry,Uncontrolled,Lost,BOS,2017020794_145902940_shawn.ferris@wne.edu,-1,35,,,8476891,,-38,-17,-24,34,Completed,BOS,8471717,8476891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3:26,16:34,8476941,8466139,8478483,8478408,8475883,8475172,8474062,8471695,8470655,8476891,8471717,8477213,Zone Exit,Failed,,TOR,2017020794_756822046_shawn.ferris@wne.edu,74,-39,,,8475172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3:33,16:27,8476941,8466139,8478483,8478408,8475883,8475172,8474062,8471695,8470655,8476891,8471717,8477213,Zone Exit,Controlled,,TOR,2017020794_594967245_shawn.ferris@wne.edu,26,20,,,8476941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3:43,16:17,8476941,8478408,8474037,8477015,8475883,8475098,8474062,8471695,8470655,8476891,8471717,8477213,Zone Exit,Pass,,BOS,2017020794_795673962_shawn.ferris@wne.edu,-87,-38,-22,-39,8471717,8470655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3:47,16:13,8476941,8478408,8474037,8477015,8475883,8475098,8474062,8471695,8470655,8476891,8471717,8477213,Zone Entry,Uncontrolled,Lost,BOS,2017020794_10724762_shawn.ferris@wne.edu,13,38,,,8476891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017020794_795673962_shawn.ferris@wne.edu
1,3:49,16:11,8476941,8478408,8474037,8477015,8475883,8475098,8474062,8471695,8470655,8476891,8471717,8477213,Shot,Wrist Shot,,BOS,2017020794_21_shawn.ferris@wne.edu,0,35,,,8476891,8475883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3:53,16:07,8476941,8478408,8474037,8477015,8475883,8475098,8474062,8478443,8471695,8470655,8476891,8477213,Zone Exit,Controlled,,TOR,2017020794_61740680_shawn.ferris@wne.edu,25,-29,,,8477015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,3:55,16:05,8476941,8478408,8474037,8477015,8475883,8475098,8478443,8471695,8471276,8476891,8475727,8477213,Zone Entry,Controlled,,TOR,2017020794_641566685_shawn.ferris@wne.edu,-27,-40,,,8474037,,-16,-29,-25,-39,Completed,TOR,8475098,8474037,6,-17,-2,-26,Completed,TOR,8477015,8475098,,,,,,,,,,,,,,,,,,,,,,,,,,2017020794_61740680_shawn.ferris@wne.edu
1,3:58,16:02,8479458,8474037,8477015,8475883,8475098,8474581,8478443,8471695,8471276,8476891,8475727,8477213,Missed Shot,,,TOR,2017020794_22_shawn.ferris@wne.edu,-40,-23,,,8474037,,-17,-29,-26,-38,Completed,TOR,8475098,8474037,6,-16,-3,-25,Completed,TOR,8477015,8475098,,,,,,,,,,,,,,,,,,,,,,,,,rush,2017020794_641566685_shawn.ferris@wne.edu:2017020794_61740680_shawn.ferris@wne.edu
1,4:12,15:48,8475786,8479458,8477939,8475883,8479318,8474581,8465009,8470638,8471695,8478046,8479325,8477956,Zone Exit,Controlled,,BOS,2017020794_567508103_shawn.ferris@wne.edu,-27,-39,,,8470638,,-63,0,-56,-38,Completed,BOS,8465009,8470638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4:14,15:46,8475786,8479458,8477939,8475883,8479318,8474581,8465009,8470638,8471695,8478046,8479325,8477956,Zone Entry,Uncontrolled,Lost,BOS,2017020794_930556180_shawn.ferris@wne.edu,12,-3,,,8470638,,-63,0,-56,-37,Completed,BOS,8465009,8470638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017020794_567508103_shawn.ferris@wne.edu
1,4:17,15:43,8475786,8479458,8477939,8475883,8479318,8474581,8465009,8470638,8471695,8478046,8479325,8477956,Zone Exit,Failed,,TOR,2017020794_320188529_shawn.ferris@wne.edu,59,20,,,8479458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4:29,15:31,8475786,8479458,8477939,8475883,8479318,8474581,8465009,8470638,8471695,8478046,8479325,8477956,Goal,,,BOS,2017020794_28_shawn.ferris@wne.edu,49,14,,,8470638,8478046,82,22,57,13,Completed,BOS,8478046,8470638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017020794_930556180_shawn.ferris@wne.edu:2017020794_567508103_shawn.ferris@wne.edu
1,4:32,15:28,8476941,8478408,8474037,8477015,8475883,8475098,8478443,8471695,8471276,8476792,8475727,8478498,Zone Entry,Uncontrolled,Lost,BOS,2017020794_152545274_shawn.ferris@wne.edu,6,-34,,,8478443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4:40,15:20,8476941,8478408,8474037,8477015,8475883,8475098,8478443,8471695,8471276,8476792,8475727,8478498,Zone Exit,Uncontrolled,Recovered,TOR,2017020794_692411347_shawn.ferris@wne.edu,79,-40,,,8474037,8475098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5:00,15:00,8476941,8478408,8474037,8477015,8475883,8475098,8478443,8471695,8471276,8476792,8475727,8478498,Zone Exit,Uncontrolled,Recovered,BOS,2017020794_398447199_shawn.ferris@wne.edu,-33,-40,,,8478498,8471276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5:03,14:57,8476941,8478408,8474037,8477015,8475883,8475098,8478443,8471695,8471276,8476792,8475727,8478498,Zone Entry,Failed,,BOS,2017020794_152060902_shawn.ferris@wne.edu,20,-8,,,8471276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017020794_398447199_shawn.ferris@wne.edu
1,5:33,14:27,8468493,8468575,8477953,8475883,8476853,8473463,8478512,8471695,8476891,8476374,8471717,8478366,Zone Exit,Uncontrolled,Recovered,TOR,2017020794_718023223_shawn.ferris@wne.edu,79,-39,,,8476853,8477953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,5:34,14:26,8468493,8468575,8477953,8475883,8476853,8473463,8478512,8471695,8476891,8476374,8471717,8478366,Zone Entry,Controlled,,TOR,2017020794_431412505_shawn.ferris@wne.edu,-25,-38,,,8477953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017020794_718023223_shawn.ferris@wne.edu
1,5:38,14:22,8468493,8468575,8477953,8475883,8476853,8473463,8478512,8471695,8476891,8476374,8471717,8478366,Shot,Wrist Shot,,TOR,2017020794_32_shawn.ferris@wne.edu,-75,-1,,,8477953,8471695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017020794_431412505_shawn.ferris@wne.edu:2017020794_718023223_shawn.ferris@wne.edu
1,5:49,14:11,8468493,8468575,8477953,8475883,8476853,8473463,8478512,8471695,8476891,8476374,8471717,8478366,Missed Shot,,,TOR,2017020794_34_shawn.ferris@wne.edu,-37,25,,,8468575,,-46,40,-30,39,Completed,TOR,8473463,8468575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017020794_431412505_shawn.ferris@wne.edu:2017020794_718023223_shawn.ferris@wne.edu
1,6:00,14:00,8468493,8468575,8477953,8475883,8473463,8474581,8478512,8471695,8476891,8476374,8471717,8478366,Zone Exit,Controlled,,BOS,2017020794_186019826_shawn.ferris@wne.edu,-25,-40,,,8478366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6:06,13:54,8468493,8468575,8477953,8475883,8473463,8474581,8474062,8478443,8471695,8470655,8476792,8477213,Zone Entry,Uncontrolled,Lost,BOS,2017020794_303514069_shawn.ferris@wne.edu,7,-34,,,8478443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6:15,13:45,8468493,8478483,8475883,8475172,8473463,8474581,8474062,8478443,8471695,8470655,8476792,8477213,Zone Exit,Uncontrolled,Lost,TOR,2017020794_122404575_shawn.ferris@wne.edu,53,-39,,,8475172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6:17,13:43,8468493,8478483,8475883,8475172,8473463,8474581,8474062,8478443,8471695,8470655,8476792,8477213,Zone Entry,Uncontrolled,Lost,BOS,2017020794_225611131_shawn.ferris@wne.edu,4,-38,,,8478443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6:23,13:37,8468493,8478483,8475883,8475172,8473463,8474581,8474062,8478443,8471695,8470655,8476792,8477213,Zone Exit,Failed,,TOR,2017020794_922534921_shawn.ferris@wne.edu,96,0,,,8474581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6:28,13:32,8468493,8466139,8478483,8475883,8475172,8474581,8474062,8478443,8471695,8470655,8476792,8477213,Blocked Shot,,,TOR,2017020794_37,51,13,,,8468493,8476792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6:50,13:10,8466139,8478483,8479458,8478408,8475883,8475172,8474062,8478443,8471695,8470655,8476792,8478498,Zone Entry,Controlled,,TOR,2017020794_557951448_shawn.ferris@wne.edu,-28,0,,,8478483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,6:59,13:01,8466139,8477015,8477939,8475883,8479318,8474581,8470638,8471695,8478046,8476891,8471717,,Zone Exit,Uncontrolled,Lost,BOS,2017020794_273467229_shawn.ferris@wne.edu,-45,0,,,8478046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7:14,12:46,8466139,8477015,8477939,8475883,8479318,8474581,8470638,8471695,8476891,8471717,8477213,,Zone Entry,Controlled,,TOR,2017020794_125168098_shawn.ferris@wne.edu,-24,22,,,8477015,,0,-26,-20,20,Completed,TOR,8479318,8477015,71,4,54,-26,Completed,TOR,8477939,8479318,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7:17,12:43,8466139,8477015,8477939,8475883,8479318,8474581,8470638,8471695,8476891,8471717,8477213,,Zone Exit,Uncontrolled,Lost,BOS,2017020794_199198771_shawn.ferris@wne.edu,-60,15,,,8465009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7:32,12:28,8466139,8477015,8477939,8475883,8479318,8474581,8474062,8470638,8471695,8476891,8471717,,Zone Entry,Failed,,TOR,2017020794_315230871_shawn.ferris@wne.edu,-1,0,,,8474581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7:50,12:10,8478483,8474037,8475883,8475098,8475172,8476853,8474062,8465009,8471695,8476374,8471717,,Zone Entry,Uncontrolled,Recovered,TOR,2017020794_345991462_shawn.ferris@wne.edu,-22,19,,,8478483,8474037,88,20,15,23,Completed,TOR,8476853,8478483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8:03,11:57,8478483,8474037,8475883,8475098,8475172,8476853,8474062,8465009,8471695,8476374,8479325,,Blocked Shot,,,BOS,2017020794_44_shawn.ferris@wne.edu,-67,14,,,8476374,8478483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8:03,11:57,8478483,8474037,8475883,8475098,8475172,8476853,8474062,8465009,8471695,8476374,8479325,,Goal,,,TOR,2017020794_45_shawn.ferris@wne.edu,-40,22,,,8478483,8476853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017020794_345991462_shawn.ferris@wne.edu
1,8:28,11:32,8476941,8468575,8478408,8477953,8475883,8473463,8478443,8471695,8471276,8476792,8475727,8478498,Zone Exit,Uncontrolled,Lost,TOR,2017020794_979125509_shawn.ferris@wne.edu,83,29,,,8478408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8:39,11:21,8476941,8468575,8478408,8477953,8475883,8473463,8478443,8471695,8471276,8476792,8475727,8478498,Zone Exit,Controlled,,BOS,2017020794_840833163_shawn.ferris@wne.edu,-26,39,,,8478498,,-81,39,-47,28,Completed,BOS,8476792,8478498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,8:41,11:19,8476941,8468575,8478408,8477953,8475883,8473463,8478443,8471695,8471276,8476792,8475727,8478498,Zone Entry,Uncontrolled,Lost,BOS,2017020794_279669338_shawn.ferris@wne.edu,9,39,,,8478498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017020794_840833163_shawn.ferris@wne.edu
1,9:04,10:56,8476941,8466139,8478483,8478408,8475883,8475172,8474062,8478443,8471695,8470655,8476891,8477213,Zone Entry,Uncontrolled,Lost,TOR,2017020794_968458001_shawn.ferris@wne.edu,11,39,,,8476941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,9:21,10:39,8466139,8478483,8479458,8475883,8475172,8474581,8474062,8478443,8471695,8470655,8476891,8477213,Zone Exit,Uncontrolled,Lost,BOS,2017020794_976949427_shawn.ferris@wne.edu,-77,-39,,,8470655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,9:39,10:21,8466139,8478483,8479458,8475883,8475172,8474581,8474062,8465009,8471695,8470655,8471717,8477213,Zone Exit,Controlled,,BOS,2017020794_189910802_shawn.ferris@wne.edu,-25,-15,,,8479325,,-37,4,-35,-14,Completed,BOS,8465009,8479325,-73,-39,-68,3,Completed,BOS,8470655,8465009,-96,-26,-75,-38,Completed,BOS,8479325,8470655,,,,,,,,,,,,,,,,,,
1,9:42,10:18,8466139,8478483,8479458,8475883,8475172,8474581,8474062,8465009,8471695,8470655,8477213,8479325,Zone Entry,Failed,,BOS,2017020794_210251363_shawn.ferris@wne.edu,19,-10,,,8479325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017020794_189910802_shawn.ferris@wne.edu
1,9:45,10:15,8466139,8478483,8479458,8475883,8479318,8474581,8474062,8465009,8471695,8470655,8477213,8479325,Zone Entry,Controlled,,BOS,2017020794_738378312_shawn.ferris@wne.edu,24,-22,,,8470655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,9:49,10:11,8466139,8478483,8479458,8475883,8479318,8474581,8474062,8465009,8471695,8470655,8477213,8479325,Shot,Wrist Shot,,BOS,2017020794_52_shawn.ferris@wne.edu,42,-24,,,8470655,8475883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017020794_738378312_shawn.ferris@wne.edu
1,10:10,9:50,8475786,8479458,8477939,8475883,8479318,8474581,8465009,8470638,8471695,8478046,8479325,8477956,Zone Entry,Uncontrolled,Recovered,TOR,2017020794_840783500_shawn.ferris@wne.edu,-24,-7,,,8475786,8479318,81,-17,-23,-7,Completed,TOR,8474581,8475786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10:18,9:42,8468493,8475786,8477939,8475883,8479318,8476853,8465009,8470638,8471695,8478046,8479325,8477956,Zone Exit,Controlled,,BOS,2017020794_227591887_shawn.ferris@wne.edu,-26,-29,,,8477956,,-53,-40,-38,-25,Completed,BOS,8478046,8477956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10:20,9:40,8468493,8475786,8477939,8475883,8479318,8476853,8465009,8470638,8471695,8478046,8479325,8477956,Zone Entry,Controlled,,BOS,2017020794_881344854_shawn.ferris@wne.edu,24,-40,,,8477956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017020794_227591887_shawn.ferris@wne.edu
1,10:27,9:33,8468493,8475786,8477939,8475883,8479318,8476853,8478443,8470638,8471695,8478046,8476792,8477956,Zone Exit,Controlled,,TOR,2017020794_663398981_shawn.ferris@wne.edu,25,18,,,8477939,,56,25,35,19,Completed,TOR,8475786,8477939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10:29,9:31,8468493,8475786,8477939,8475883,8479318,8476853,8478443,8470638,8471695,8478046,8476792,8477956,Zone Entry,Failed,,TOR,2017020794_320085007_shawn.ferris@wne.edu,-19,-13,,,8479318,,-10,3,-15,-12,Completed,TOR,8477939,8479318,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017020794_663398981_shawn.ferris@wne.edu
1,10:32,9:28,8468493,8475786,8477939,8475883,8479318,8476853,8478443,8470638,8471695,8478046,8476792,8477956,Zone Entry,Controlled,,BOS,2017020794_907759100_shawn.ferris@wne.edu,25,36,,,8477956,,-38,-1,18,26,Completed,BOS,8479325,8477956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10:40,9:20,8468493,8475786,8477939,8475883,8479318,8476853,8478443,8470638,8471695,8478046,8476792,8477956,Zone Exit,Uncontrolled,Lost,TOR,2017020794_853020759_shawn.ferris@wne.edu,69,38,,,8476853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10:48,9:12,8476941,8478408,8474037,8477939,8475883,8475098,8478443,8478512,8471695,8476792,8476374,8478366,Zone Exit,Pass,,BOS,2017020794_940525057_shawn.ferris@wne.edu,-87,28,-26,39,8478443,8478366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10:49,9:11,8476941,8478408,8474037,8477939,8475883,8475098,8478443,8478512,8471695,8476792,8476374,8478366,Zone Entry,Uncontrolled,Lost,BOS,2017020794_906894185_shawn.ferris@wne.edu,3,38,,,8478366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017020794_940525057_shawn.ferris@wne.edu
1,10:50,9:10,8476941,8478408,8474037,8477939,8475883,8475098,8478443,8478512,8471695,8476792,8476374,8478366,Shot,Tip-In,,BOS,2017020794_57_shawn.ferris@wne.edu,80,0,,,8476374,8475883,51,-38,78,0,Completed,BOS,8478512,8476374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tip,2017020794_906894185_shawn.ferris@wne.edu:2017020794_940525057_shawn.ferris@wne.edu
1,11:00,9:00,8476941,8478408,8474037,8477015,8475883,8475098,8478512,8471695,8476891,8476374,8471717,8478366,Shot,Wrist Shot,,BOS,2017020794_59_shawn.ferris@wne.edu,61,17,,,8478366,8475883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rebound,2017020794_906894185_shawn.ferris@wne.edu:2017020794_940525057_shawn.ferris@wne.edu
1,11:04,8:56,8476941,8478408,8477953,8475883,8475098,8473463,8478443,8478512,8471695,8476792,8476374,8478366,Missed Shot,,,BOS,2017020794_62_shawn.ferris@wne.edu,29,27,,,8476792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
